age,marital,education,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
33,married,secondary,430,no,no,250,2,-1,0,unknown,no
36,married,secondary,0,no,no,248,2,-1,0,unknown,no
30,married,tertiary,604,no,no,132,2,-1,0,unknown,no
36,divorced,tertiary,2397,no,no,93,9,-1,0,unknown,no
44,married,tertiary,-68,no,yes,121,4,-1,0,unknown,no
39,married,secondary,3825,no,yes,94,6,-1,0,unknown,no
55,single,tertiary,43074,yes,no,92,6,-1,0,unknown,no
55,divorced,tertiary,407,yes,yes,65,8,-1,0,unknown,no
34,married,secondary,2,yes,no,324,4,-1,0,unknown,no
47,married,secondary,756,no,no,154,4,-1,0,unknown,no
35,divorced,secondary,0,no,no,124,4,-1,0,unknown,no
41,married,tertiary,51,no,no,140,8,-1,0,unknown,no
54,married,secondary,983,no,no,54,6,-1,0,unknown,no
39,divorced,secondary,130,yes,no,14,18,-1,0,unknown,no
33,married,tertiary,463,no,no,390,7,-1,0,unknown,no
33,single,tertiary,49,no,no,476,3,-1,0,unknown,no
45,married,secondary,356,no,no,42,6,-1,0,unknown,no
50,married,tertiary,3327,no,no,74,7,-1,0,unknown,no
30,married,tertiary,144,yes,no,23,17,-1,0,unknown,no
52,married,secondary,-298,no,no,228,4,-1,0,unknown,no
52,married,secondary,142,no,no,112,6,-1,0,unknown,no
34,married,tertiary,169,no,no,115,4,-1,0,unknown,no
55,married,tertiary,740,no,no,57,3,-1,0,unknown,no
42,married,tertiary,1385,no,no,15,19,-1,0,unknown,no
46,married,tertiary,-3,no,no,728,4,-1,0,unknown,no
30,single,tertiary,-266,no,yes,66,4,-1,0,unknown,no
53,married,secondary,1461,no,no,262,6,-1,0,unknown,no
33,single,secondary,291,no,no,72,6,-1,0,unknown,no
31,married,tertiary,2652,no,no,9,9,-1,0,unknown,no
31,single,tertiary,0,no,no,11,16,-1,0,unknown,no
31,single,tertiary,0,no,no,9,12,-1,0,unknown,no
59,married,unknown,0,no,no,213,4,-1,0,unknown,no
30,married,tertiary,3418,no,no,211,7,-1,0,unknown,no
39,married,tertiary,0,no,no,422,10,-1,0,unknown,no
46,married,secondary,518,no,no,68,6,-1,0,unknown,no
44,divorced,secondary,242,no,no,69,4,-1,0,unknown,no
55,married,secondary,198,no,no,111,6,-1,0,unknown,no
51,married,primary,7134,no,no,36,7,-1,0,unknown,no
34,married,tertiary,8,no,no,169,4,-1,0,unknown,no
35,divorced,tertiary,-995,yes,yes,734,4,-1,0,unknown,no
37,married,tertiary,0,yes,no,484,4,-1,0,unknown,no
48,married,tertiary,190,no,no,14,22,-1,0,unknown,no
41,married,secondary,1190,no,no,69,4,-1,0,unknown,no
43,married,secondary,275,no,no,69,6,-1,0,unknown,no
50,divorced,tertiary,-300,no,yes,692,4,-1,0,unknown,no
33,married,secondary,0,no,no,296,8,-1,0,unknown,no
60,married,tertiary,-311,no,no,151,6,-1,0,unknown,no
46,married,secondary,1272,no,no,164,4,-1,0,unknown,no
34,single,tertiary,43,no,no,198,8,-1,0,unknown,no
47,married,primary,85,no,no,454,4,-1,0,unknown,no
30,single,tertiary,73,no,no,114,6,-1,0,unknown,no
48,married,primary,193,no,yes,64,10,-1,0,unknown,no
33,single,tertiary,6,no,no,30,4,-1,0,unknown,no
35,single,tertiary,0,no,no,81,6,-1,0,unknown,no
50,married,tertiary,1396,no,no,731,6,-1,0,unknown,yes
34,married,secondary,15,no,no,184,7,-1,0,unknown,no
48,married,unknown,558,no,no,433,6,-1,0,unknown,no
32,single,tertiary,776,no,no,361,8,-1,0,unknown,no
54,married,secondary,2255,no,no,304,6,-1,0,unknown,no
52,married,secondary,141,no,no,160,7,-1,0,unknown,no
31,single,tertiary,0,no,no,101,6,-1,0,unknown,no
32,married,secondary,251,no,no,272,6,-1,0,unknown,no
49,married,primary,-117,no,no,53,6,-1,0,unknown,no
38,divorced,tertiary,162,no,no,323,4,-1,0,unknown,no
33,married,tertiary,-886,yes,yes,103,6,-1,0,unknown,no
55,single,tertiary,1498,no,no,340,5,-1,0,unknown,no
47,divorced,secondary,157,yes,no,163,8,-1,0,unknown,no
35,single,secondary,-816,no,no,54,19,-1,0,unknown,no
31,single,secondary,105,no,no,87,4,-1,0,unknown,no
56,married,tertiary,154,no,no,454,6,-1,0,unknown,no
39,married,secondary,454,yes,no,171,8,-1,0,unknown,no
30,married,tertiary,4874,yes,no,134,10,-1,0,unknown,no
52,married,secondary,306,no,no,265,4,-1,0,unknown,no
51,married,secondary,1052,no,no,280,4,-1,0,unknown,no
59,married,primary,255,no,yes,62,6,-1,0,unknown,no
34,single,tertiary,6742,no,no,318,6,-1,0,unknown,no
33,single,secondary,31,no,yes,131,3,-1,0,unknown,no
55,married,primary,269,no,no,89,4,-1,0,unknown,no
34,single,tertiary,280,no,no,119,11,-1,0,unknown,no
51,married,secondary,135,no,no,105,4,-1,0,unknown,no
32,single,secondary,309,yes,yes,99,3,-1,0,unknown,no
53,single,secondary,925,no,no,930,3,-1,0,unknown,yes
35,married,tertiary,0,no,no,484,4,-1,0,unknown,no
57,married,secondary,49,yes,yes,93,4,-1,0,unknown,no
42,married,secondary,827,no,no,153,3,-1,0,unknown,no
32,single,tertiary,1882,no,no,497,5,-1,0,unknown,yes
33,married,tertiary,130,no,no,121,8,-1,0,unknown,no
44,married,tertiary,792,no,no,630,7,-1,0,unknown,yes
41,divorced,tertiary,1064,no,no,81,4,-1,0,unknown,no
36,single,tertiary,1841,yes,no,141,4,-1,0,unknown,no
40,married,tertiary,24450,no,no,73,2,-1,0,unknown,no
40,single,secondary,103,no,no,106,7,-1,0,unknown,no
45,married,secondary,1335,yes,no,702,2,-1,0,unknown,no
31,married,tertiary,29230,no,no,50,9,-1,0,unknown,no
48,married,primary,337,no,no,770,12,-1,0,unknown,no
33,single,secondary,79,yes,no,163,3,-1,0,unknown,no
39,divorced,tertiary,355,yes,no,313,5,-1,0,unknown,no
55,divorced,secondary,61,yes,yes,113,3,-1,0,unknown,no
31,married,secondary,518,yes,no,348,2,-1,0,unknown,no
30,single,tertiary,4213,no,no,142,4,-1,0,unknown,no
31,single,tertiary,1051,no,no,106,4,-1,0,unknown,no
32,single,secondary,230,yes,no,256,8,-1,0,unknown,no
54,divorced,tertiary,3777,no,no,56,2,-1,0,unknown,no
45,married,primary,179,no,no,122,3,-1,0,unknown,no
56,married,secondary,17,no,yes,342,5,-1,0,unknown,no
30,single,secondary,276,no,yes,159,5,-1,0,unknown,no
57,married,secondary,109,no,no,124,4,-1,0,unknown,no
58,married,tertiary,657,no,no,378,3,-1,0,unknown,no
55,married,primary,2275,no,no,139,9,-1,0,unknown,no
31,single,tertiary,244,no,no,170,4,-1,0,unknown,no
47,married,primary,259,no,no,83,5,-1,0,unknown,no
31,single,tertiary,95,no,no,51,5,-1,0,unknown,no
59,divorced,tertiary,6144,yes,no,56,5,-1,0,unknown,no
40,married,primary,34,no,no,115,4,-1,0,unknown,no
52,married,secondary,981,no,no,43,4,-1,0,unknown,no
47,married,primary,799,no,no,67,4,-1,0,unknown,no
47,married,unknown,162,no,no,366,3,-1,0,unknown,yes
41,married,tertiary,63,no,no,36,3,-1,0,unknown,no
45,married,secondary,222,no,no,119,11,-1,0,unknown,no
32,married,tertiary,1900,no,no,121,16,-1,0,unknown,no
32,single,tertiary,3367,no,no,153,4,-1,0,unknown,no
38,married,secondary,0,no,no,431,5,-1,0,unknown,no
32,married,secondary,255,no,yes,63,5,-1,0,unknown,no
30,single,tertiary,420,no,no,618,3,-1,0,unknown,no
45,married,tertiary,285,no,no,202,7,-1,0,unknown,no
46,married,primary,185,no,no,226,10,-1,0,unknown,no
31,married,tertiary,166,no,no,392,6,-1,0,unknown,no
30,single,tertiary,0,no,no,144,18,-1,0,unknown,no
52,married,tertiary,3163,no,no,56,6,-1,0,unknown,no
31,single,tertiary,23,no,no,121,3,-1,0,unknown,no
35,married,secondary,31,no,no,390,8,-1,0,unknown,no
49,married,secondary,5244,no,no,60,4,-1,0,unknown,no
51,married,primary,1242,no,no,75,11,-1,0,unknown,no
48,married,secondary,4300,yes,yes,99,6,-1,0,unknown,no
34,married,tertiary,224,no,no,108,5,-1,0,unknown,no
49,married,secondary,272,no,yes,146,18,-1,0,unknown,no
34,married,secondary,354,no,no,358,3,-1,0,unknown,no
54,married,tertiary,1451,no,no,308,7,-1,0,unknown,no
54,married,tertiary,1331,no,no,240,9,-1,0,unknown,no
34,single,tertiary,94,no,no,45,11,-1,0,unknown,no
43,single,tertiary,778,yes,no,230,5,-1,0,unknown,no
48,married,secondary,44,no,yes,98,3,-1,0,unknown,no
38,single,secondary,46,no,no,90,2,-1,0,unknown,no
57,married,primary,1303,no,no,83,4,-1,0,unknown,no
59,married,primary,0,no,no,128,5,-1,0,unknown,no
39,single,secondary,0,no,no,194,9,-1,0,unknown,no
49,married,secondary,338,no,no,941,3,-1,0,unknown,no
51,married,secondary,917,no,no,56,6,-1,0,unknown,no
34,married,secondary,1035,no,no,1374,10,-1,0,unknown,yes
31,married,secondary,0,no,no,249,6,-1,0,unknown,no
51,married,tertiary,746,no,no,372,5,-1,0,unknown,yes
34,married,secondary,333,no,no,90,4,-1,0,unknown,no
50,married,tertiary,161,no,no,19,17,-1,0,unknown,no
38,married,tertiary,93,yes,no,69,4,-1,0,unknown,no
44,married,secondary,268,no,no,127,5,-1,0,unknown,no
40,married,secondary,50,no,no,63,6,-1,0,unknown,no
44,married,tertiary,3674,no,no,122,3,-1,0,unknown,no
42,married,tertiary,0,no,no,179,16,-1,0,unknown,no
30,single,secondary,1499,no,no,66,21,-1,0,unknown,no
41,married,tertiary,771,yes,no,106,8,-1,0,unknown,no
51,married,tertiary,9864,no,no,69,4,-1,0,unknown,no
42,married,tertiary,295,yes,no,109,3,-1,0,unknown,no
57,divorced,tertiary,437,no,no,435,5,-1,0,unknown,no
39,divorced,secondary,807,yes,yes,209,6,-1,0,unknown,no
32,single,tertiary,2536,yes,no,958,6,-1,0,unknown,yes
34,single,tertiary,1322,no,no,170,3,-1,0,unknown,no
53,married,secondary,392,no,no,95,6,-1,0,unknown,no
60,married,unknown,17297,no,no,664,11,-1,0,unknown,yes
54,married,primary,7073,no,no,479,6,-1,0,unknown,no
61,married,tertiary,7935,no,no,427,17,-1,0,unknown,no
52,married,primary,1401,no,no,77,8,-1,0,unknown,no
52,married,secondary,526,no,yes,60,6,-1,0,unknown,no
37,married,tertiary,675,no,no,49,13,-1,0,unknown,no
47,married,secondary,175,yes,no,102,7,-1,0,unknown,no
33,single,secondary,0,no,no,73,4,-1,0,unknown,no
35,single,tertiary,973,no,no,109,9,-1,0,unknown,no
37,married,secondary,111,no,no,179,8,-1,0,unknown,no
32,single,secondary,39,no,no,175,11,-1,0,unknown,no
35,married,secondary,5535,no,no,0,15,-1,0,unknown,no
46,married,secondary,22,no,no,388,6,-1,0,unknown,yes
41,married,tertiary,2251,no,no,338,9,-1,0,unknown,no
37,married,secondary,1578,no,yes,85,6,-1,0,unknown,no
51,married,tertiary,87,no,no,42,7,-1,0,unknown,no
51,divorced,secondary,292,no,no,146,9,-1,0,unknown,no
45,married,secondary,2,no,no,105,10,-1,0,unknown,no
35,married,tertiary,1285,no,no,100,4,-1,0,unknown,no
58,married,primary,1,no,no,112,4,-1,0,unknown,no
53,married,primary,18,no,no,55,4,-1,0,unknown,no
54,divorced,tertiary,2625,yes,no,67,3,-1,0,unknown,no
39,married,tertiary,309,no,no,94,14,-1,0,unknown,no
32,divorced,secondary,409,no,yes,74,4,-1,0,unknown,no
35,single,tertiary,714,yes,no,135,22,-1,0,unknown,no
48,married,tertiary,0,no,no,60,5,-1,0,unknown,no
30,single,tertiary,10,no,no,276,8,-1,0,unknown,no
49,married,secondary,0,no,no,159,4,-1,0,unknown,no
31,single,tertiary,7005,no,no,171,4,-1,0,unknown,no
51,married,primary,19,no,no,26,10,-1,0,unknown,no
43,divorced,secondary,1326,no,no,93,2,-1,0,unknown,no
47,divorced,secondary,32,no,yes,137,2,-1,0,unknown,no
34,single,tertiary,250,no,no,64,2,-1,0,unknown,no
56,married,primary,0,no,no,102,2,-1,0,unknown,no
53,married,secondary,206,no,no,87,6,-1,0,unknown,no
46,married,secondary,1596,yes,no,106,7,-1,0,unknown,no
33,married,tertiary,-370,yes,no,108,7,-1,0,unknown,no
33,single,tertiary,0,no,no,60,2,-1,0,unknown,no
34,single,tertiary,436,no,no,312,2,-1,0,unknown,no
39,married,unknown,0,no,no,92,2,-1,0,unknown,no
33,single,secondary,659,no,no,274,2,-1,0,unknown,no
51,married,secondary,50,no,no,178,2,-1,0,unknown,no
51,married,primary,176,no,yes,80,2,-1,0,unknown,no
49,married,primary,50,no,no,169,2,-1,0,unknown,no
41,single,tertiary,1413,no,no,81,5,-1,0,unknown,no
57,married,tertiary,31,no,yes,395,2,-1,0,unknown,no
44,married,tertiary,-11,no,no,317,5,-1,0,unknown,no
51,married,secondary,276,no,no,217,2,-1,0,unknown,no
52,married,secondary,60,no,yes,196,2,-1,0,unknown,no
31,married,tertiary,-231,yes,no,221,2,-1,0,unknown,no
38,married,primary,21,no,no,634,2,-1,0,unknown,no
38,married,secondary,-6,no,no,700,2,-1,0,unknown,no
54,married,tertiary,446,no,no,67,6,-1,0,unknown,no
42,married,unknown,222,no,no,80,16,-1,0,unknown,no
47,married,primary,0,no,no,185,4,-1,0,unknown,no
35,single,tertiary,7838,no,no,17,23,-1,0,unknown,no
49,married,primary,3478,no,no,165,4,-1,0,unknown,no
33,single,secondary,121,no,no,210,6,-1,0,unknown,no
31,married,tertiary,0,no,no,76,2,-1,0,unknown,no
45,divorced,secondary,0,no,no,64,2,-1,0,unknown,no
55,divorced,tertiary,-612,no,no,131,2,-1,0,unknown,no
30,single,tertiary,15,no,yes,252,2,-1,0,unknown,no
43,married,secondary,17555,no,no,14,14,-1,0,unknown,no
45,married,tertiary,-190,no,yes,92,4,-1,0,unknown,no
54,married,tertiary,0,no,no,748,3,-1,0,unknown,no
31,single,secondary,218,no,no,267,4,-1,0,unknown,no
48,married,tertiary,0,no,no,176,15,-1,0,unknown,no
60,married,unknown,1396,no,yes,104,2,-1,0,unknown,no
38,married,secondary,0,no,no,65,4,-1,0,unknown,no
32,single,secondary,0,no,no,181,2,-1,0,unknown,no
36,single,tertiary,4644,no,no,29,12,-1,0,unknown,no
43,divorced,tertiary,-166,yes,yes,176,2,-1,0,unknown,no
51,married,primary,6343,yes,no,28,20,-1,0,unknown,no
48,married,secondary,2688,no,yes,610,2,-1,0,unknown,no
54,married,secondary,965,no,no,345,4,-1,0,unknown,no
30,single,secondary,19,no,no,191,2,-1,0,unknown,no
59,divorced,tertiary,3096,no,no,18,17,-1,0,unknown,no
34,single,secondary,94,yes,no,541,2,-1,0,unknown,no
40,divorced,secondary,0,no,no,67,2,-1,0,unknown,no
32,single,secondary,316,no,no,137,2,-1,0,unknown,no
59,married,tertiary,0,no,no,94,2,-1,0,unknown,no
35,single,secondary,0,no,no,259,2,-1,0,unknown,no
55,married,secondary,630,no,no,146,2,-1,0,unknown,no
47,married,primary,0,no,no,292,2,-1,0,unknown,no
46,married,secondary,3,no,no,153,14,-1,0,unknown,no
56,married,tertiary,272,no,no,103,2,-1,0,unknown,no
47,married,secondary,414,no,no,142,2,-1,0,unknown,no
45,divorced,tertiary,0,no,no,392,2,-1,0,unknown,no
31,single,tertiary,29,no,no,179,2,-1,0,unknown,no
45,married,primary,512,no,no,123,2,-1,0,unknown,no
31,single,tertiary,17,no,no,239,2,-1,0,unknown,no
35,married,tertiary,188,no,no,286,2,-1,0,unknown,no
44,single,secondary,813,no,no,358,2,-1,0,unknown,no
44,married,tertiary,1752,no,no,312,2,-1,0,unknown,no
33,married,tertiary,0,no,no,126,2,-1,0,unknown,no
55,married,secondary,273,no,no,417,2,-1,0,unknown,no
54,married,tertiary,19,no,no,131,2,-1,0,unknown,no
53,married,secondary,0,no,no,392,2,-1,0,unknown,no
37,married,secondary,827,yes,yes,85,16,-1,0,unknown,no
40,single,tertiary,0,yes,no,24,16,-1,0,unknown,no
36,married,tertiary,1313,no,no,80,6,-1,0,unknown,no
47,married,secondary,1764,no,yes,119,6,-1,0,unknown,no
49,married,secondary,1219,yes,no,168,5,-1,0,unknown,no
31,single,secondary,798,no,no,66,10,-1,0,unknown,no
41,married,tertiary,725,no,no,460,10,-1,0,unknown,no
42,married,tertiary,154,no,no,183,10,-1,0,unknown,no
49,married,secondary,0,no,no,189,4,-1,0,unknown,no
52,married,secondary,431,no,no,73,17,-1,0,unknown,no
30,single,secondary,9645,no,yes,130,10,-1,0,unknown,no
32,single,tertiary,5167,no,no,10,18,-1,0,unknown,no
47,married,secondary,612,no,no,139,4,-1,0,unknown,no
58,married,primary,0,no,no,168,4,-1,0,unknown,no
33,single,secondary,0,no,no,99,2,-1,0,unknown,no
36,married,tertiary,0,no,no,97,3,-1,0,unknown,no
30,single,secondary,73,no,yes,43,2,-1,0,unknown,no
60,married,primary,11,no,no,15,10,-1,0,unknown,no
48,married,tertiary,0,yes,no,204,2,-1,0,unknown,no
31,married,secondary,-51,no,yes,173,2,-1,0,unknown,no
46,married,primary,588,yes,no,260,4,-1,0,unknown,no
51,divorced,secondary,-471,no,no,169,2,-1,0,unknown,no
50,married,secondary,579,no,no,83,4,-1,0,unknown,no
41,married,tertiary,231,no,no,428,2,-1,0,unknown,yes
59,divorced,secondary,2,no,no,164,2,-1,0,unknown,no
33,single,tertiary,3773,no,no,124,4,-1,0,unknown,no
32,married,tertiary,-55,yes,no,107,4,-1,0,unknown,no
35,married,tertiary,6,no,no,130,2,-1,0,unknown,no
44,married,secondary,608,no,no,128,2,-1,0,unknown,no
37,single,tertiary,9,no,no,484,2,-1,0,unknown,no
60,married,primary,5,no,no,63,2,-1,0,unknown,no
42,single,tertiary,145,no,no,174,2,-1,0,unknown,no
53,married,tertiary,0,no,no,240,2,-1,0,unknown,no
47,married,primary,0,no,no,71,4,-1,0,unknown,no
49,married,tertiary,108,no,no,210,6,-1,0,unknown,no
33,married,tertiary,544,no,yes,111,4,-1,0,unknown,no
35,married,tertiary,0,no,no,436,2,-1,0,unknown,no
47,married,secondary,581,yes,no,79,6,-1,0,unknown,no
38,married,tertiary,0,yes,no,22,38,-1,0,unknown,no
38,married,tertiary,0,no,no,101,4,-1,0,unknown,no
35,married,tertiary,38,no,no,194,8,-1,0,unknown,no
48,married,tertiary,4852,no,no,41,11,-1,0,unknown,no
42,single,secondary,275,no,no,31,8,-1,0,unknown,no
47,married,tertiary,1245,no,no,17,15,-1,0,unknown,no
35,married,tertiary,841,no,no,301,6,-1,0,unknown,no
52,single,tertiary,83,no,no,1223,6,-1,0,unknown,yes
30,married,secondary,471,yes,no,73,4,-1,0,unknown,no
35,single,secondary,79,yes,no,12,16,-1,0,unknown,no
42,divorced,tertiary,1243,no,no,1000,4,-1,0,unknown,yes
45,married,secondary,34,no,no,333,4,-1,0,unknown,no
48,married,primary,2537,no,no,219,6,-1,0,unknown,no
47,married,secondary,284,no,no,266,5,-1,0,unknown,no
60,married,tertiary,0,no,no,362,6,-1,0,unknown,no
44,married,tertiary,254,no,no,224,6,-1,0,unknown,no
46,married,secondary,301,no,no,241,7,-1,0,unknown,no
56,divorced,secondary,0,no,no,471,8,-1,0,unknown,no
50,married,primary,1617,no,no,55,4,-1,0,unknown,no
31,married,tertiary,3220,no,no,74,4,-1,0,unknown,no
32,single,secondary,-5,no,yes,300,4,-1,0,unknown,no
35,married,tertiary,231,no,no,130,6,-1,0,unknown,no
32,single,tertiary,5,yes,no,520,4,-1,0,unknown,no
41,single,tertiary,236,no,no,72,4,-1,0,unknown,no
52,divorced,secondary,385,no,yes,96,4,-1,0,unknown,no
48,single,tertiary,505,no,no,320,5,-1,0,unknown,no
43,married,secondary,10,no,no,301,16,-1,0,unknown,no
37,single,tertiary,-533,no,no,234,4,-1,0,unknown,no
30,single,secondary,7,no,no,75,4,-1,0,unknown,no
35,married,tertiary,71,no,yes,78,4,-1,0,unknown,no
37,married,tertiary,725,no,no,162,13,-1,0,unknown,no
33,married,secondary,2362,yes,no,271,4,-1,0,unknown,no
45,married,secondary,434,no,no,76,4,-1,0,unknown,no
34,single,tertiary,4687,no,no,10,19,-1,0,unknown,no
50,married,primary,370,yes,no,39,6,-1,0,unknown,no
35,single,tertiary,0,no,no,30,20,-1,0,unknown,no
39,single,secondary,3867,no,no,257,12,-1,0,unknown,no
33,married,secondary,362,no,yes,160,6,-1,0,unknown,no
60,married,primary,41,no,no,140,6,-1,0,unknown,no
34,married,tertiary,297,yes,no,63,4,-1,0,unknown,no
36,divorced,tertiary,219,no,no,358,4,-1,0,unknown,no
31,single,tertiary,0,no,no,120,6,-1,0,unknown,no
33,single,secondary,487,yes,no,532,14,-1,0,unknown,no
49,married,secondary,0,no,no,175,6,-1,0,unknown,no
42,married,tertiary,0,no,no,112,10,-1,0,unknown,no
51,married,primary,10150,yes,no,157,5,-1,0,unknown,no
57,married,secondary,1113,no,no,264,20,-1,0,unknown,no
31,married,tertiary,392,no,no,119,3,-1,0,unknown,no
55,married,secondary,0,no,no,172,5,-1,0,unknown,no
33,single,tertiary,469,no,no,158,9,-1,0,unknown,no
45,married,tertiary,22815,no,no,653,8,-1,0,unknown,no
39,single,tertiary,1092,no,no,205,7,-1,0,unknown,no
36,married,tertiary,23,no,no,133,11,-1,0,unknown,no
32,married,secondary,0,no,no,277,3,-1,0,unknown,no
34,single,secondary,1974,no,no,603,3,-1,0,unknown,no
30,single,tertiary,1271,yes,no,303,5,-1,0,unknown,no
31,single,tertiary,25,no,no,265,16,-1,0,unknown,no
31,married,secondary,734,no,no,195,9,-1,0,unknown,no
52,married,secondary,517,no,no,77,4,-1,0,unknown,no
44,married,tertiary,0,no,no,130,4,-1,0,unknown,no
31,married,tertiary,7744,no,no,377,8,-1,0,unknown,no
45,married,primary,0,no,no,454,2,-1,0,unknown,no
30,single,tertiary,21,no,no,61,7,-1,0,unknown,no
39,single,secondary,69,no,no,183,3,-1,0,unknown,no
37,single,secondary,-274,yes,no,218,5,-1,0,unknown,no
46,married,tertiary,326,no,no,182,7,-1,0,unknown,no
58,married,secondary,382,no,no,384,4,-1,0,unknown,no
31,single,tertiary,1,no,no,107,5,-1,0,unknown,no
38,married,secondary,257,no,no,57,10,-1,0,unknown,no
32,single,tertiary,631,no,no,145,5,-1,0,unknown,no
30,single,secondary,893,no,no,45,3,-1,0,unknown,no
34,married,secondary,1005,no,no,209,7,-1,0,unknown,no
35,single,secondary,915,no,yes,89,3,-1,0,unknown,no
46,married,secondary,12,no,no,225,3,-1,0,unknown,no
56,married,secondary,370,no,no,128,12,-1,0,unknown,no
59,married,primary,745,no,no,168,9,-1,0,unknown,no
52,married,primary,382,no,yes,98,7,-1,0,unknown,no
34,married,secondary,479,no,no,65,2,-1,0,unknown,no
52,divorced,unknown,0,no,no,168,4,-1,0,unknown,no
54,married,primary,1111,no,no,385,9,-1,0,unknown,no
30,single,tertiary,796,no,yes,366,13,-1,0,unknown,no
48,single,secondary,957,no,no,198,5,-1,0,unknown,no
32,married,tertiary,5910,no,no,75,3,-1,0,unknown,no
32,married,tertiary,0,no,no,104,9,-1,0,unknown,no
36,divorced,tertiary,608,no,no,125,2,-1,0,unknown,no
36,single,secondary,0,no,yes,109,14,-1,0,unknown,no
40,single,tertiary,0,no,no,58,7,-1,0,unknown,no
36,married,tertiary,154,no,no,556,7,-1,0,unknown,yes
40,married,tertiary,3160,no,no,100,4,-1,0,unknown,no
36,married,secondary,699,no,no,20,8,-1,0,unknown,no
45,married,tertiary,10,no,no,133,7,-1,0,unknown,no
38,married,tertiary,-363,no,no,101,2,-1,0,unknown,no
50,married,secondary,0,yes,no,240,5,-1,0,unknown,no
32,divorced,tertiary,387,no,no,99,4,-1,0,unknown,no
44,married,secondary,7863,no,no,59,6,-1,0,unknown,no
41,divorced,tertiary,1757,no,no,515,13,-1,0,unknown,no
31,married,tertiary,526,no,no,130,13,-1,0,unknown,no
52,married,primary,359,no,no,361,14,-1,0,unknown,no
37,single,tertiary,0,no,no,99,6,-1,0,unknown,no
30,married,tertiary,20,no,no,272,10,-1,0,unknown,no
39,married,secondary,46,yes,no,298,10,-1,0,unknown,no
39,divorced,tertiary,373,no,no,148,4,-1,0,unknown,no
50,married,secondary,3558,no,no,84,10,-1,0,unknown,no
32,married,secondary,485,no,no,98,14,-1,0,unknown,no
32,single,tertiary,127,yes,no,20,17,-1,0,unknown,no
40,divorced,secondary,6,no,no,26,16,-1,0,unknown,no
45,divorced,tertiary,0,no,no,58,4,-1,0,unknown,no
34,single,tertiary,1612,no,no,108,22,-1,0,unknown,no
38,single,tertiary,1272,no,no,101,6,-1,0,unknown,no
50,married,primary,0,no,no,52,3,-1,0,unknown,no
39,married,secondary,462,no,no,157,4,-1,0,unknown,no
34,single,secondary,296,no,no,609,13,-1,0,unknown,yes
33,single,secondary,151,yes,no,86,6,-1,0,unknown,no
55,divorced,tertiary,56,no,no,94,6,-1,0,unknown,no
31,single,tertiary,730,no,no,108,6,-1,0,unknown,no
45,married,secondary,3460,no,no,116,4,-1,0,unknown,no
38,single,tertiary,187,no,no,87,7,-1,0,unknown,no
50,married,tertiary,1503,no,no,128,12,-1,0,unknown,no
51,married,secondary,285,yes,yes,27,8,-1,0,unknown,no
31,divorced,tertiary,0,no,no,581,6,-1,0,unknown,yes
48,married,tertiary,567,no,no,20,34,-1,0,unknown,no
33,married,tertiary,0,no,no,181,4,-1,0,unknown,no
35,married,secondary,0,no,no,18,14,-1,0,unknown,no
34,married,secondary,1632,no,no,65,6,-1,0,unknown,no
45,divorced,tertiary,917,no,no,144,8,-1,0,unknown,no
35,married,secondary,0,no,no,106,4,-1,0,unknown,no
51,married,unknown,3413,no,no,146,7,-1,0,unknown,no
49,married,tertiary,0,no,no,56,6,-1,0,unknown,no
48,married,primary,386,no,yes,185,5,-1,0,unknown,no
37,married,tertiary,40,no,no,1033,4,-1,0,unknown,yes
58,married,secondary,0,no,no,503,13,-1,0,unknown,no
53,married,tertiary,2094,no,yes,95,6,-1,0,unknown,no
54,married,tertiary,656,yes,yes,105,6,-1,0,unknown,no
30,single,tertiary,60,no,no,87,3,-1,0,unknown,no
52,married,tertiary,1158,no,no,57,4,-1,0,unknown,no
49,married,secondary,2673,no,no,219,4,-1,0,unknown,no
55,married,secondary,39,no,no,281,5,-1,0,unknown,no
37,married,tertiary,143,no,no,57,6,-1,0,unknown,no
37,married,secondary,487,no,yes,155,15,-1,0,unknown,no
59,married,primary,-47,yes,no,84,4,-1,0,unknown,no
32,single,tertiary,1836,no,no,96,9,-1,0,unknown,no
49,married,secondary,-417,no,no,13,20,-1,0,unknown,no
59,married,secondary,2396,no,no,1040,6,-1,0,unknown,yes
35,divorced,secondary,1085,no,no,130,10,-1,0,unknown,no
41,married,tertiary,6563,no,no,136,8,-1,0,unknown,no
38,married,tertiary,51,no,no,39,9,-1,0,unknown,no
51,married,tertiary,1121,no,no,68,4,-1,0,unknown,no
52,divorced,tertiary,0,no,no,153,4,-1,0,unknown,no
55,married,unknown,2944,no,no,672,6,-1,0,unknown,yes
40,married,secondary,336,no,no,156,6,-1,0,unknown,no
46,married,secondary,836,no,no,199,4,-1,0,unknown,no
38,married,tertiary,3724,yes,no,23,10,-1,0,unknown,no
40,married,tertiary,105,yes,yes,166,9,-1,0,unknown,no
38,married,secondary,258,no,no,181,4,-1,0,unknown,no
47,married,secondary,1647,no,no,39,13,-1,0,unknown,no
31,married,tertiary,917,yes,no,100,9,-1,0,unknown,no
39,single,tertiary,0,no,no,147,4,-1,0,unknown,no
59,married,primary,0,no,no,76,11,-1,0,unknown,no
44,married,tertiary,-84,yes,no,159,6,-1,0,unknown,no
